,car_titlem,car_price,car_description,car_location
1419,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1420,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1421,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1422,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1423,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1424,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1425,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1426,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1427,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1428,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1429,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1430,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
1431,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 141 620 км, серебристый, литые диски, панорамная крыша, тонировка, люк, об...",Актобе
1432,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 128 747 км, серый, литые диски, панорамная крыша, люк, обвес, ветровики, р...",Актобе
1433,Hyundai Sonata,5 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 120 000 км, серебристый, литые диски, тонировка, хрустальная оптика, противо...",Уральск
1434,Hyundai Sonata,4 400 000 ₸,"На заказСрочно, торг
2012 г., седан, 2 л, газ, КПП автомат, черный, металлик, литые диски, обвес, ветровики, тонировка, рейлинги, фаркоп, о...",Талдыкорган
1435,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 225 307 км, серебристый, металлик, литые диски, панорамная крыша, тониро...",Павлодар
1436,Hyundai Sonata,7 600 000 ₸,"Срочно, торг
2016 г., седан, 2.4 л, бензин, КПП автомат, 57 000 км, черный, литые диски, панорамная крыша, тонировка, люк, ксенон,...",Караганда
1437,Hyundai Sonata,3 300 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, противотуманки, к...",Нур-Султан (Астана)
1438,Hyundai Sonata,5 300 000 ₸,"На заказ
2012 г., седан, 2 л, бензин, КПП автомат, 40 000 км, синий, металлик, люк, литые диски, ветровики, панорамная крыша, т...",Нур-Султан (Астана)
1439,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1440,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1441,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1442,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1443,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1444,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1445,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1446,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1447,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1448,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1449,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1450,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
1451,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 141 620 км, серебристый, литые диски, панорамная крыша, тонировка, люк, об...",Актобе
1452,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 128 747 км, серый, литые диски, панорамная крыша, люк, обвес, ветровики, р...",Актобе
1453,Hyundai Sonata,5 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 120 000 км, серебристый, литые диски, тонировка, хрустальная оптика, противо...",Уральск
1454,Hyundai Sonata,4 400 000 ₸,"На заказСрочно, торг
2012 г., седан, 2 л, газ, КПП автомат, черный, металлик, литые диски, обвес, ветровики, тонировка, рейлинги, фаркоп, о...",Талдыкорган
1455,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 225 307 км, серебристый, металлик, литые диски, панорамная крыша, тониро...",Павлодар
1456,Hyundai Sonata,7 600 000 ₸,"Срочно, торг
2016 г., седан, 2.4 л, бензин, КПП автомат, 57 000 км, черный, литые диски, панорамная крыша, тонировка, люк, ксенон,...",Караганда
1457,Hyundai Sonata,3 300 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, противотуманки, к...",Нур-Султан (Астана)
1458,Hyundai Sonata,5 300 000 ₸,"На заказ
2012 г., седан, 2 л, бензин, КПП автомат, 40 000 км, синий, металлик, люк, литые диски, ветровики, панорамная крыша, т...",Нур-Султан (Астана)
1459,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1460,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1461,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1462,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1463,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1464,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1465,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1466,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1467,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1468,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1469,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1470,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
1471,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 141 620 км, серебристый, литые диски, панорамная крыша, тонировка, люк, об...",Актобе
1472,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 128 747 км, серый, литые диски, панорамная крыша, люк, обвес, ветровики, р...",Актобе
1473,Hyundai Sonata,5 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 120 000 км, серебристый, литые диски, тонировка, хрустальная оптика, противо...",Уральск
1474,Hyundai Sonata,4 400 000 ₸,"На заказСрочно, торг
2012 г., седан, 2 л, газ, КПП автомат, черный, металлик, литые диски, обвес, ветровики, тонировка, рейлинги, фаркоп, о...",Талдыкорган
1475,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 225 307 км, серебристый, металлик, литые диски, панорамная крыша, тониро...",Павлодар
1476,Hyundai Sonata,7 600 000 ₸,"Срочно, торг
2016 г., седан, 2.4 л, бензин, КПП автомат, 57 000 км, черный, литые диски, панорамная крыша, тонировка, люк, ксенон,...",Караганда
1477,Hyundai Sonata,3 300 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, противотуманки, к...",Нур-Султан (Астана)
1478,Hyundai Sonata,5 300 000 ₸,"На заказ
2012 г., седан, 2 л, бензин, КПП автомат, 40 000 км, синий, металлик, люк, литые диски, ветровики, панорамная крыша, т...",Нур-Султан (Астана)
1479,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1480,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1481,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1482,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1483,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1484,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1485,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1486,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1487,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1488,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1489,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1490,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
1491,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 141 620 км, серебристый, литые диски, панорамная крыша, тонировка, люк, об...",Актобе
1492,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 128 747 км, серый, литые диски, панорамная крыша, люк, обвес, ветровики, р...",Актобе
1493,Hyundai Sonata,5 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 120 000 км, серебристый, литые диски, тонировка, хрустальная оптика, противо...",Уральск
1494,Hyundai Sonata,4 400 000 ₸,"На заказСрочно, торг
2012 г., седан, 2 л, газ, КПП автомат, черный, металлик, литые диски, обвес, ветровики, тонировка, рейлинги, фаркоп, о...",Талдыкорган
1495,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 225 307 км, серебристый, металлик, литые диски, панорамная крыша, тониро...",Павлодар
1496,Hyundai Sonata,7 600 000 ₸,"Срочно, торг
2016 г., седан, 2.4 л, бензин, КПП автомат, 57 000 км, черный, литые диски, панорамная крыша, тонировка, люк, ксенон,...",Караганда
1497,Hyundai Sonata,3 300 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, противотуманки, к...",Нур-Султан (Астана)
1498,Hyundai Sonata,5 300 000 ₸,"На заказ
2012 г., седан, 2 л, бензин, КПП автомат, 40 000 км, синий, металлик, люк, литые диски, ветровики, панорамная крыша, т...",Нур-Султан (Астана)
1499,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1500,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1501,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1502,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1503,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1504,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1505,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1506,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1507,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1508,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1509,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1510,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
1511,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 141 620 км, серебристый, литые диски, панорамная крыша, тонировка, люк, об...",Актобе
1512,Hyundai Sonata,4 000 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 128 747 км, серый, литые диски, панорамная крыша, люк, обвес, ветровики, р...",Актобе
1513,Hyundai Sonata,5 100 000 ₸,"2013 г., седан, 2 л, бензин, КПП автомат, 120 000 км, серебристый, литые диски, тонировка, хрустальная оптика, противо...",Уральск
1514,Hyundai Sonata,4 400 000 ₸,"На заказСрочно, торг
2012 г., седан, 2 л, газ, КПП автомат, черный, металлик, литые диски, обвес, ветровики, тонировка, рейлинги, фаркоп, о...",Талдыкорган
1515,Hyundai Sonata,3 800 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 225 307 км, серебристый, металлик, литые диски, панорамная крыша, тониро...",Павлодар
1516,Hyundai Sonata,7 600 000 ₸,"Срочно, торг
2016 г., седан, 2.4 л, бензин, КПП автомат, 57 000 км, черный, литые диски, панорамная крыша, тонировка, люк, ксенон,...",Караганда
1517,Hyundai Sonata,3 300 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, противотуманки, к...",Нур-Султан (Астана)
1518,Hyundai Sonata,5 300 000 ₸,"На заказ
2012 г., седан, 2 л, бензин, КПП автомат, 40 000 км, синий, металлик, люк, литые диски, ветровики, панорамная крыша, т...",Нур-Султан (Астана)
1519,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 170 590 км, серебристый, металлик, Машина Находятся В Городе Уральск Hyu...",Атырау
1520,Hyundai Sonata,3 900 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 127 136 км, черный, металлик, литые диски, тонировка, ветровики, ксенон,...",Жезказган
1521,Hyundai Sonata,8 100 000 ₸,"Срочно, торгновая
2019 г., седан, 2 л, бензин, КПП автомат, 10 100 км, белый, металлик, Hyndai Sonata-2019 года. Родной пробег 100% родн...",Тараз
1522,Hyundai Sonata,7 000 000 ₸,"2016 г., седан, 2 л, бензин, КПП автомат, 54 699 км, серебристый, литые диски, тонировка, ксенон, линзованная оптика,...",Шымкент
1523,Hyundai Sonata,4 500 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП типтроник, 150 000 км, серебристый, металлик, Климат-контроль, круиз-контроль, датч...",Нур-Султан (Астана)
1524,Hyundai Sonata,6 400 000 ₸,"2016 г., седан, 2.4 л, бензин, КПП автомат, 63 000 км, черный, металлик, литые диски, тонировка, спойлер, ветровики, к...",Алматы
1525,Hyundai Sonata,6 700 000 ₸,"2017 г., седан, 2.4 л, бензин, КПП автомат, 40 000 км, черный, велюр, MP3, USB, DVD, bluetooth, бесключевой доступ, по...",Уральск
1526,Hyundai Sonata,4 200 000 ₸,"2012 г., седан, 2 л, газ-бензин, КПП вариатор, белый, металлик, фаркоп, литые диски, тонировка, ветровики, рейлинги, к...",Кульсары
1527,Hyundai Sonata,3 400 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП автомат, 156 105 км, белый, хрустальная оптика, линзованная оптика, обогрев зеркал,...",Уральск
1528,Hyundai Sonata,4 750 000 ₸,"2015 г., седан, 2.4 л, бензин, КПП автомат, 128 988 км, черный, металлик, литые диски, тонировка, линзованная оптика,...",Нур-Султан (Астана)
1529,Hyundai Sonata,3 800 000 ₸,"2013 г., седан, 2.4 л, бензин, КПП автомат, серый, Срочно. ТОРГ. Машина В Отличном Состоянии",Актау
1530,Hyundai Sonata,3 600 000 ₸,"2012 г., седан, 2.4 л, бензин, КПП типтроник, 112 000 км, черный, люк, багажник, кожа, MP3, встроенный телефон, CD, US...",Атырау
